sentence,sentiment,preprocessed
fighting with latex again,0,"{'cleaned_text': 'fight latex', 'tokens': ['fight', 'latex'], 'pos_tags': [('fight', 'VERB'), ('latex', 'PROPN')], 'named_entities': [('fight latex', 'ORG')]}"
we love you too and don t want you to die latex the devil,0,"{'cleaned_text': 'love want die latex devil', 'tokens': ['love', 'want', 'die', 'latex', 'devil'], 'pos_tags': [('love', 'PROPN'), ('want', 'PROPN'), ('die', 'VERB'), ('latex', 'PROPN'), ('devil', 'PROPN')], 'named_entities': []}"
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,0,"{'cleaned_text': 'hour hour inkscap crash normal solid rock hour latex complain slightest thing take', 'tokens': ['hour', 'hour', 'inkscap', 'crash', 'normal', 'solid', 'rock', 'hour', 'latex', 'complain', 'slightest', 'thing', 'take'], 'pos_tags': [('hour', 'NOUN'), ('hour', 'NOUN'), ('inkscap', 'NOUN'), ('crash', 'NOUN'), ('normal', 'ADJ'), ('solid', 'ADJ'), ('rock', 'NOUN'), ('hour', 'NOUN'), ('latex', 'NOUN'), ('complain', 'VERB'), ('slightest', 'ADJ'), ('thing', 'NOUN'), ('take', 'VERB')], 'named_entities': [('hour hour', 'TIME'), ('hour', 'TIME'), ('latex', 'GPE')]}"
shit s hitting the fan in iran craziness indeed iranelection,0,"{'cleaned_text': 'shit hit fan iran crazi inde iranelect', 'tokens': ['shit', 'hit', 'fan', 'iran', 'crazi', 'inde', 'iranelect'], 'pos_tags': [('shit', 'NOUN'), ('hit', 'VERB'), ('fan', 'PROPN'), ('iran', 'PROPN'), ('crazi', 'PROPN'), ('inde', 'PROPN'), ('iranelect', 'VERB')], 'named_entities': [('iran crazi', 'EVENT')]}"
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,0,"{'cleaned_text': 'monday alreadi iran may implod kitchen disast seem happi nice weekend great whoop', 'tokens': ['monday', 'alreadi', 'iran', 'may', 'implod', 'kitchen', 'disast', 'seem', 'happi', 'nice', 'weekend', 'great', 'whoop'], 'pos_tags': [('monday', 'PROPN'), ('alreadi', 'NOUN'), ('iran', 'PROPN'), ('may', 'AUX'), ('implod', 'VERB'), ('kitchen', 'NOUN'), ('disast', 'PROPN'), ('seem', 'VERB'), ('happi', 'NOUN'), ('nice', 'ADJ'), ('weekend', 'NOUN'), ('great', 'ADJ'), ('whoop', 'NOUN')], 'named_entities': [('monday', 'DATE'), ('iran', 'GPE'), ('nice weekend', 'DATE')]}"
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,1,"{'cleaned_text': 'get readi test burger receip weekend bobbi flay great receip tri thank bobbi', 'tokens': ['get', 'readi', 'test', 'burger', 'receip', 'weekend', 'bobbi', 'flay', 'great', 'receip', 'tri', 'thank', 'bobbi'], 'pos_tags': [('get', 'VERB'), ('readi', 'ADJ'), ('test', 'NOUN'), ('burger', 'PROPN'), ('receip', 'PROPN'), ('weekend', 'PROPN'), ('bobbi', 'PROPN'), ('flay', 'PROPN'), ('great', 'PROPN'), ('receip', 'PROPN'), ('tri', 'PROPN'), ('thank', 'PROPN'), ('bobbi', 'VERB')], 'named_entities': [('weekend', 'DATE')]}"
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,1,"{'cleaned_text': 'lam love bobbi flay favorit rt need place phoenix great pepper', 'tokens': ['lam', 'love', 'bobbi', 'flay', 'favorit', 'rt', 'need', 'place', 'phoenix', 'great', 'pepper'], 'pos_tags': [('lam', 'PROPN'), ('love', 'PROPN'), ('bobbi', 'PROPN'), ('flay', 'PROPN'), ('favorit', 'PROPN'), ('rt', 'PROPN'), ('need', 'VERB'), ('place', 'NOUN'), ('phoenix', 'PROPN'), ('great', 'ADJ'), ('pepper', 'NOUN')], 'named_entities': []}"
i just created my first latex file from scratch that didn t work out very well see it s a great time waster,0,"{'cleaned_text': 'creat first latex file scratch work well see great time waster', 'tokens': ['creat', 'first', 'latex', 'file', 'scratch', 'work', 'well', 'see', 'great', 'time', 'waster'], 'pos_tags': [('creat', 'PROPN'), ('first', 'PROPN'), ('latex', 'PROPN'), ('file', 'NOUN'), ('scratch', 'NOUN'), ('work', 'NOUN'), ('well', 'ADV'), ('see', 'VERB'), ('great', 'ADJ'), ('time', 'NOUN'), ('waster', 'NOUN')], 'named_entities': [('first latex', 'ORG')]}"
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,1,"{'cleaned_text': 'use linux love much nicer window look forward use wysiwyg latex editor', 'tokens': ['use', 'linux', 'love', 'much', 'nicer', 'window', 'look', 'forward', 'use', 'wysiwyg', 'latex', 'editor'], 'pos_tags': [('use', 'VERB'), ('linux', 'PROPN'), ('love', 'NOUN'), ('much', 'ADV'), ('nicer', 'ADJ'), ('window', 'NOUN'), ('look', 'VERB'), ('forward', 'ADV'), ('use', 'VERB'), ('wysiwyg', 'PROPN'), ('latex', 'PROPN'), ('editor', 'NOUN')], 'named_entities': [('wysiwyg', 'ORG')]}"
after using latex a lot any other typeset mathematics just looks hideous,1,"{'cleaned_text': 'use latex lot typeset mathemat look hideou', 'tokens': ['use', 'latex', 'lot', 'typeset', 'mathemat', 'look', 'hideou'], 'pos_tags': [('use', 'VERB'), ('latex', 'NOUN'), ('lot', 'NOUN'), ('typeset', 'VERB'), ('mathemat', 'NOUN'), ('look', 'VERB'), ('hideou', 'PROPN')], 'named_entities': []}"
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,0,"{'cleaned_text': 'note hate word hate page hate latex said hate latex texn rd come kill', 'tokens': ['note', 'hate', 'word', 'hate', 'page', 'hate', 'latex', 'said', 'hate', 'latex', 'texn', 'rd', 'come', 'kill'], 'pos_tags': [('note', 'NOUN'), ('hate', 'NOUN'), ('word', 'NOUN'), ('hate', 'NOUN'), ('page', 'PROPN'), ('hate', 'PROPN'), ('latex', 'PROPN'), ('said', 'VERB'), ('hate', 'PROPN'), ('latex', 'PROPN'), ('texn', 'PROPN'), ('rd', 'PROPN'), ('come', 'VERB'), ('kill', 'VERB')], 'named_entities': [('latex', 'GPE'), ('latex texn', 'PERSON')]}"
ahhh back in a real text editing environment i lt latex,1,"{'cleaned_text': 'ahhh back real text edit environ lt latex', 'tokens': ['ahhh', 'back', 'real', 'text', 'edit', 'environ', 'lt', 'latex'], 'pos_tags': [('ahhh', 'INTJ'), ('back', 'ADJ'), ('real', 'ADJ'), ('text', 'NOUN'), ('edit', 'NOUN'), ('environ', 'PROPN'), ('lt', 'PROPN'), ('latex', 'PROPN')], 'named_entities': []}"
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0,"{'cleaned_text': 'troubl iran see hmm iran iran far away flockofseagullsweregeopoliticallycorrect', 'tokens': ['troubl', 'iran', 'see', 'hmm', 'iran', 'iran', 'far', 'away', 'flockofseagullsweregeopoliticallycorrect'], 'pos_tags': [('troubl', 'PROPN'), ('iran', 'PROPN'), ('see', 'VERB'), ('hmm', 'PROPN'), ('iran', 'PROPN'), ('iran', 'PROPN'), ('far', 'ADV'), ('away', 'ADV'), ('flockofseagullsweregeopoliticallycorrect', 'NOUN')], 'named_entities': [('iran', 'GPE'), ('iran', 'GPE'), ('iran', 'GPE')]}"
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0,"{'cleaned_text': 'read tweet come iran whole thing terrifi incred sad', 'tokens': ['read', 'tweet', 'come', 'iran', 'whole', 'thing', 'terrifi', 'incred', 'sad'], 'pos_tags': [('read', 'VERB'), ('tweet', 'PROPN'), ('come', 'VERB'), ('iran', 'PROPN'), ('whole', 'ADJ'), ('thing', 'NOUN'), ('terrifi', 'VERB'), ('incred', 'VERB'), ('sad', 'ADJ')], 'named_entities': []}"
My name is harshil patel. Okay,1,"{'cleaned_text': 'name harshil patel okay', 'tokens': ['name', 'harshil', 'patel', 'okay'], 'pos_tags': [('name', 'NOUN'), ('harshil', 'PROPN'), ('patel', 'PROPN'), ('okay', 'INTJ')], 'named_entities': [('harshil patel', 'PERSON')]}"
